"","income","apr","OccGroup"
"25310","$50-75k",0.35797,"Skilled Labor"
"25311","$50-75k",0.20053,"Admin Assistant"
"25312","$75-100k",0.16436,"Realtor"
"25313","$75-100k",0.31308,"Civil Service"
"25314","$100k+",0.34621,"Other"
"25315","$75-100k",0.2004,"Professional"
"25316","$25-50k",0.12427,"Skilled Labor"
"25317","$75-100k",0.22108,"Programmer"
"25318","$25-50k",0.14766,"Food Service Mgmt"
"25319","$50-75k",0.12081,"Analyst"
"25320","$50-75k",0.26877,"Military"
"25321","$50-75k",0.10386,"Other"
"25322","$75-100k",0.33553,"Other"
"25323","$25-50k",0.30532,"Skilled Labor"
"25324","$75-100k",0.26528,"Sales"
"25325","$100k+",0.19085,"Professional"
"25326","$25-50k",0.15783,"Other"
"25327","$50-75k",0.08531,"Executive"
"25328","$100k+",0.08829,"Other"
"25329","$25-50k",0.35643,"Military"
"25330","$1-25k",0.35356,"Other"
"25332","$50-75k",0.23121,"Programmer"
"25333","$25-50k",0.30748,"Clerical"
"25334","$100k+",0.17061,"Other"
"25335","$25-50k",0.11599,"Other"
"25336","$25-50k",0.27671,"Construction"
"25337","$100k+",0.27246,"Pharmacist"
"25338","$100k+",0.14816,"Professional"
"25340","$50-75k",0.33215,"Accountant"
"25341","$25-50k",0.35797,"Medical Technician"
"25342","$25-50k",0.18725,"Professional"
"25343","$25-50k",0.29265,"Analyst"
"25344","$50-75k",0.15833,"Other"
"25345","$75-100k",0.16969,"Professional"
"25346","$25-50k",0.27554,"Other"
"25347","$50-75k",0.17061,"Other"
"25348","$1-25k",0.3179,"Teaching"
"25350","$50-75k",0.35797,"Professional"
"25351","$50-75k",0.20984,"Accountant"
"25352","$25-50k",0.17359,"Sales"
"25353","$50-75k",0.30532,"Clerical"
"25354","$25-50k",0.22505,"Police Officer"
"25355","$100k+",0.2706,"Other"
"25356","$75-100k",0.12117,"Retail Management"
"25357","$25-50k",0.127,"Sales"
"25358","$1-25k",0.1802,"Food Service Mgmt"
"25359","$50-75k",0.16446,"Programmer"
"25360","$25-50k",0.35797,"Sales"
"25361","$100k+",0.18136,"Other"
"25362","$50-75k",0.12528,"Clerical"
"25363","$75-100k",0.29875,"Fireman"
"25365","$25-50k",0.27467,"Professional"
"25366","$25-50k",0.30285,"Admin Assistant"
"25367","$1-25k",0.19835,"Sales"
"25368","$75-100k",0.12309,"Programmer"
"25369","$25-50k",0.26292,"Other"
"25371","$25-50k",0.15695,"Other"
"25372","$50-75k",0.35797,"Other"
"25373","$100k+",0.08325,"Professional"
"25374","$1-25k",0.29537,"Clerical"
"25375","$25-50k",0.33286,"Admin Assistant"
"25376","$50-75k",0.2542,"Other"
"25377","$50-75k",0.14348,"Civil Service"
"25378","$75-100k",0.23293,"Nursing"
"25379","$50-75k",0.12113,"Sales"
"25380","$100k+",0.23267,"Landscaping"
"25381","$1-25k",0.35244,"Retail Management"
"25382","$75-100k",0.12782,"Analyst"
"25383","$25-50k",0.19364,"Teaching"
"25384","$100k+",0.10645,"Analyst"
"25385","$50-75k",0.21474,"Other"
"25386","$75-100k",0.06589,"Analyst"
"25388","$50-75k",0.28078,"Sales"
"25389","$75-100k",0.06337,"Engineer"
"25390","$25-50k",0.17219,"Sales"
"25391","$25-50k",0.22712,"Other"
"25392","$75-100k",0.27041,"Other"
"25393","$50-75k",0.13068,"Engineer"
"25394","$100k+",0.34117,"Executive"
"25395","$50-75k",0.17969,"Other"
"25396","$75-100k",0.27285,"Civil Service"
"25397","$50-75k",0.23318,"Other"
"25398","$25-50k",0.27335,"Other"
"25399","$75-100k",0.12716,"Tradesman"
"25400","$25-50k",0.34588,"Sales"
"25401","$100k+",0.20735,"Executive"
"25402","$50-75k",0.22456,"Engineer"
"25403","$75-100k",0.18275,"Sales"
"25404","$75-100k",0.20358,"Engineer"
"25405","$100k+",0.21112,"Attorney"
"25406","$25-50k",0.35643,"Other"
"25407","$75-100k",0.31308,"Nursing"
"25408","$25-50k",0.30337,"Social Worker"
"25409","$50-75k",0.20808,"Professional"
"25411","$75-100k",0.27285,"Other"
"25412","$75-100k",0.17849,"Other"
"25413","$100k+",0.15538,"Professional"
"25414","$25-50k",0.14207,"Clerical"
"25416","$50-75k",0.25013,"Teaching"
"25417","$50-75k",0.25259,"Other"
"25418","$100k+",0.13659,"Professor"
"25419","$100k+",0.18136,"Professional"
"25420","$75-100k",0.33553,"Sales"
"25422","$50-75k",0.17522,"Skilled Labor"
"25423","$50-75k",0.20347,"Professional"
"25425","$25-50k",0.30899,"None provided"
"25426","$25-50k",0.08182,"Doctor/Dentist"
"25427","$75-100k",0.34577,"Other"
"25428","$1-25k",0.35643,"Waiter/Waitress"
"25429","$50-75k",0.21648,"Teaching"
"25430","$50-75k",0.13202,"Other"
"25431","$75-100k",0.25013,"Professional"
"25432","$50-75k",0.17219,"Other"
"25433","$50-75k",0.15833,"Analyst"
"25435","$75-100k",0.33051,"Executive"
"25436","$25-50k",0.25371,"Admin Assistant"
"25437","$25-50k",0.27813,"Other"
"25438","$100k+",0.0768,"Fireman"
"25439","$50-75k",0.20735,"Military"
"25441","$50-75k",0.25259,"Bus Driver"
"25442","$1-25k",0.27306,"Other"
"25443","$25-50k",0.37738,"Student"
"25444","$50-75k",0.17849,"Food Service Mgmt"
"25445","$75-100k",0.0893,"Accountant"
"25446","$75-100k",0.33097,"Professional"
"25447","$1-25k",0.35356,"Scientist"
"25448","$100k+",0.13799,"Professional"
"25449","$100k+",0.31375,"Investor"
"25450","$100k+",0.15425,"Other"
"25451","$75-100k",0.22773,"Executive"
"25452","$75-100k",0.1014,"Nursing"
"25453","$25-50k",0.35797,"Retail Management"
"25454","$100k+",0.24758,"Executive"
"25455","$100k+",0.14714,"Nursing"
"25456","$50-75k",0.19323,"Laborer"
"25457","$25-50k",0.05346,"Other"
"25458","$25-50k",0.15425,"Truck Driver"
"25460","$50-75k",0.20358,"Other"
"25461","$50-75k",0.16324,"Truck Driver"
"25462","$100k+",0.15223,"Sales"
"25463","$50-75k",0.13524,"Professional"
"25465","$75-100k",0.16499,"Analyst"
"25467","$100k+",0.2837,"Professional"
"25468","$25-50k",0.15784,"Sales"
"25469","$50-75k",0.35643,"Other"
"25470","$50-75k",0.24614,"Sales"
"25471","$50-75k",0.20984,"Skilled Labor"
"25472","$50-75k",0.22742,"Food Service Mgmt"
"25473","$75-100k",0.24702,"Other"
"25475","$75-100k",0.09736,"Professional"
"25476","$75-100k",0.11893,"Professional"
"25477","$50-75k",0.17359,"Engineer"
"25478","$100k+",0.12637,"Attorney"
"25479","$100k+",0.22742,"Attorney"
"25480","$100k+",0.13226,"Professional"
"25481","$75-100k",0.12309,"Engineer"
"25482","$50-75k",0.16461,"Other"
"25483","$50-75k",0.23872,"Other"
"25484","$25-50k",0.20626,"Other"
"25485","$25-50k",0.16476,"Other"
"25486","$25-50k",0.08203,"Other"
"25487","$75-100k",0.19364,"Engineer"
"25488","$50-75k",0.1322,"Other"
"25489","$25-50k",0.2968,"Other"
"25490","$50-75k",0.33553,"Other"
"25491","$100k+",0.22872,"Other"
"25492","$100k+",0.16392,"Professional"
"25493","$100k+",0.15161,"Executive"
"25494","$50-75k",0.38058,"Teaching"
"25495","$75-100k",0.12726,"Psychologist"
"25496","$50-75k",0.20614,"Professional"
"25497","$1-25k",0.35643,"Other"
"25498","$50-75k",0.21474,"Professional"
"25499","$50-75k",0.21474,"Professional"
"25501","$100k+",0.12691,"Other"
"25502","$25-50k",0.17522,"Other"
"25503","$25-50k",0.25781,"Other"
"25504","$75-100k",0.17839,"Chemist"
"25505","$25-50k",0.13301,"Professional"
"25506","$25-50k",0.26914,"Nursing"
"25507","$25-50k",0.2951,"Police Officer"
"25508","$50-75k",0.25102,"Other"
"25509","$100k+",0.25494,"Tradesman"
"25510","$50-75k",0.35244,"Admin Assistant"
"25511","$25-50k",0.37453,"Tradesman"
"25512","$50-75k",0.2353,"Analyst"
"25513","$100k+",0.158,"Executive"
"25514","$50-75k",0.13524,"Food Service Mgmt"
"25515","$75-100k",0.14714,"Food Service Mgmt"
"25516","$50-75k",0.2021,"Truck Driver"
"25517","$1-25k",0.27462,"Food Service"
"25518","$100k+",0.15549,"Accountant"
"25519","$25-50k",0.21434,"Other"
"25520","$100k+",0.31053,"Other"
"25521","$50-75k",0.2951,"Teaching"
"25522","$100k+",0.19681,"Professional"
"25524","$25-50k",0.23438,"Other"
"25525","$50-75k",0.30349,"Analyst"
"25526","$50-75k",0.35356,"Clerical"
"25527","$25-50k",0.2951,"Other"
"25528","$50-75k",0.19921,"Other"
"25529","$25-50k",0.06746,"Other"
"25530","$75-100k",0.21342,"Sales"
"25531","$50-75k",0.27637,"Sales"
"25532","$100k+",0.2312,"Executive"
"25533","$25-50k",0.24246,"Accountant"
"25534","$50-75k",0.1802,"Nursing"
"25535","$50-75k",0.16304,"Sales"
"25536","$50-75k",0.17722,"Teaching"
"25537","$25-50k",0.08341,"Medical Technician"
"25538","$100k+",0.37453,"Executive"
"25539","$25-50k",0.18633,"Other"
"25540","$50-75k",0.18965,"Executive"
"25541","$1-25k",0.25781,"Other"
"25542","$75-100k",0.15425,"Analyst"
"25543","$25-50k",0.22362,"Other"
"25544","$50-75k",0.09,"Social Worker"
"25546","$25-50k",0.33097,"Professional"
"25547","$25-50k",0.33698,"Waiter/Waitress"
"25548","$25-50k",0.22362,"Sales"
"25549","$25-50k",0.19859,"Tradesman"
"25550","$50-75k",0.28974,"Tradesman"
"25551","$50-75k",0.33215,"Retail Management"
"25552","$75-100k",0.13956,"Engineer"
"25553","$50-75k",0.13836,"Skilled Labor"
"25554","$75-100k",0.2951,"Executive"
"25555","$1-25k",0.35643,"Other"
"25556","$25-50k",0.29414,"Food Service"
"25557","$50-75k",0.202,"Postal Service"
"25558","$25-50k",0.16968,"Professional"
"25559","$50-75k",0.3584,"Nursing"
"25560","$50-75k",0.18136,"Other"
"25561","$1-25k",0.24589,"Food Service Mgmt"
"25562","$100k+",0.11296,"Engineer"
"25563","$75-100k",0.32446,"None provided"
"25564","$25-50k",0.13697,"Food Service Mgmt"
"25565","$100k+",0.18555,"Scientist"
"25566","$50-75k",0.07961,"Programmer"
"25568","$100k+",0.16056,"Other"
"25569","$25-50k",0.16259,"Truck Driver"
"25571","$50-75k",0.16147,"Other"
"25572","$100k+",0.35643,"Other"
"25573","$100k+",0.19546,"Doctor/Dentist"
"25574","$25-50k",0.2353,"Analyst"
"25575","$50-75k",0.29341,"Admin Assistant"
"25576","$75-100k",0.14446,"Accountant"
"25577","$75-100k",0.18183,"Police Officer"
"25578","$100k+",0.06589,"Analyst"
"25580","$50-75k",0.24036,"Teaching"
"25581","$25-50k",0.1709,"Laborer"
"25582","$75-100k",0.22354,"Other"
"25583","$75-100k",0.35797,"Police Officer"
"25584","$50-75k",0.2968,"Fireman"
"25585","$50-75k",0.30131,"Military"
"25586","$1-25k",0.16732,"Skilled Labor"
"25587","$25-50k",0.34731,"Professional"
"25588","$50-75k",0.21156,"Police Officer"
"25589","$50-75k",0.21025,"Civil Service"
"25590","$100k+",0.18555,"Tradesman"
"25591","$50-75k",0.23847,"Other"
"25592","$50-75k",0.27285,"Other"
"25593","$1-25k",0.18183,"Laborer"
"25594","$25-50k",0.29537,"Food Service"
"25595","$25-50k",0.30285,"Professional"
"25597","$25-50k",0.27554,"Professional"
"25598","$100k+",0.17722,"Other"
"25600","$50-75k",0.12511,"Other"
"25602","$1-25k",0.30899,"Teaching"
"25603","$25-50k",0.18136,"Other"
"25604","$25-50k",0.21223,"Other"
"25605","$100k+",0.30182,"Executive"
"25606","$100k+",0.16487,"Pilot"
"25607","$100k+",0.19168,"Other"
"25608","$100k+",0.22659,"Professional"
"25609","$25-50k",0.0837,"Other"
"25610","$50-75k",0.23939,"Admin Assistant"
"25612","$25-50k",0.15713,"Sales"
"25613","$75-100k",0.35797,"Other"
"25614","$75-100k",0.17722,"Police Officer"
"25615","$75-100k",0.17839,"Executive"
"25616","$100k+",0.22712,"Executive"
"25617","$75-100k",0.25279,"Police Officer"
"25618","$50-75k",0.1954,"Nursing"
"25619","$25-50k",0.18173,"Teaching"
"25621","$50-75k",0.17601,"Accountant"
"25622","$100k+",0.23898,"Other"
"25623","$25-50k",0.25781,"Other"
"25624","$50-75k",0.09837,"Other"
"25625","$100k+",0.16056,"Attorney"
"25626","$1-25k",0.20808,"None provided"
"25627","$25-50k",0.1869,"Accountant"
"25628","$50-75k",0.124,"Teaching"
"25629","$25-50k",0.34752,"Clerical"
"25630","$25-50k",0.33717,"Clerical"
"25631","$50-75k",0.14453,"Truck Driver"
"25632","$25-50k",0.1899,"Retail Management"
"25633","$75-100k",0.30329,"Professional"
"25634","$100k+",0.17532,"Other"
"25635","$1-25k",0.11767,"Sales"
"25636","$50-75k",0.19907,"Analyst"
"25637","$25-50k",0.18224,"Sales"
"25638","$50-75k",0.2129,"Other"
"25639","$25-50k",0.20705,"Other"
"25640","$25-50k",0.21832,"Other"
"25641","$100k+",0.21598,"Other"
"25642","$1-25k",0.20524,"Other"
"25644","$75-100k",0.12716,"Analyst"
"25645","$25-50k",0.2951,"Retail Management"
"25646","$50-75k",0.15629,"Retail Management"
"25647","$25-50k",0.25781,"Other"
"25648","$50-75k",0.28032,"Professional"
"25649","$25-50k",0.16577,"Admin Assistant"
"25650","$50-75k",0.35797,"Construction"
"25652","$25-50k",0.08829,"Other"
"25654","$50-75k",0.24507,"Architect"
"25655","$75-100k",0.31308,"Laborer"
"25656","$25-50k",0.37403,"Other"
"25657","$25-50k",0.24614,"Nursing"
"25658","$25-50k",0.25625,"None provided"
"25660","$25-50k",0.23267,"Accountant"
"25661","$75-100k",0.18837,"Bus Driver"
"25662","$25-50k",0.15196,"Admin Assistant"
"25663","$50-75k",0.2004,"Analyst"
"25664","$25-50k",0.35356,"Sales"
"25665","$100k+",0.15562,"Executive"
"25666","$50-75k",0.28771,"Construction"
"25667","$75-100k",0.25625,"Other"
"25668","$25-50k",0.19144,"Other"
"25670","$25-50k",0.13248,"Waiter/Waitress"
"25671","$25-50k",0.14714,"Clerical"
"25672","$100k+",0.14206,"Executive"
"25673","$25-50k",0.31668,"Professional"
"25674","$25-50k",0.35132,"Other"
"25675","$1-25k",0.19986,"Teaching"
"25676","$50-75k",0.2021,"Police Officer"
"25677","$50-75k",0.25781,"Professional"
"25678","$1-25k",0.27285,"Truck Driver"
"25679","$25-50k",0.24754,"Other"
"25680","$50-75k",0.32488,"Truck Driver"
"25681","$50-75k",0.2021,"Admin Assistant"
"25682","$25-50k",0.26877,"Retail Management"
"25683","$100k+",0.12691,"Executive"
"25684","$50-75k",0.07439,"Teaching"
"25685","$25-50k",0.34577,"Realtor"
"25686","$75-100k",0.24758,"Tradesman"
"25687","$1-25k",0.24702,"Admin Assistant"
"25689","$100k+",0.35132,"Attorney"
"25690","$75-100k",0.07957,"Other"
"25691","$50-75k",0.20705,"Admin Assistant"
"25692","$25-50k",0.17677,"Police Officer"
"25693","$25-50k",0.08641,"Other"
"25694","$100k+",0.17839,"Professional"
"25696","$25-50k",0.3179,"Programmer"
"25697","$50-75k",0.08496,"Engineer"
"25698","$25-50k",0.21576,"Tradesman"
"25699","$50-75k",0.16988,"Executive"
"25700","$75-100k",0.32378,"Professional"
"25702","$75-100k",0.14341,"Professional"
"25703","$50-75k",0.125,"Analyst"
"25704","$25-50k",0.26324,"Other"
"25705","$50-75k",0.21434,"Food Service"
"25706","$25-50k",0.37148,"Medical Technician"
"25707","$1-25k",0.37443,"Clerical"
"25709","$50-75k",0.25625,"Accountant"
"25710","$25-50k",0.30748,"Teaching"
"25711","$25-50k",0.11094,"Accountant"
"25712","$100k+",0.18197,"Pharmacist"
"25713","$25-50k",0.37453,"Clerical"
"25714","$75-100k",0.20808,"Sales"
"25715","$25-50k",0.13119,"Truck Driver"
"25716","$75-100k",0.19144,"Pharmacist"
"25717","$100k+",0.15324,"Sales"
"25718","$25-50k",0.20398,"Other"
"25719","$50-75k",0.25259,"Professional"
"25720","$1-25k",0.25564,"Other"
"25721","$25-50k",0.35643,"Food Service Mgmt"
"25722","$25-50k",0.16056,"Psychologist"
"25723","$25-50k",0.08304,"Professor"
"25724","$25-50k",0.31053,"Other"
"25725","$1-25k",0.25517,"Sales"
"25726","$75-100k",0.27246,"Executive"
"25727","$100k+",0.14816,"Professional"
"25728","$25-50k",0.2129,"None provided"
"25730","$1-25k",0.24502,"Other"
"25731","$50-75k",0.26333,"Other"
"25732","$25-50k",0.26526,"Other"
"25733","$25-50k",0.27767,"Other"
"25734","$25-50k",0.11296,"Programmer"
"25735","$75-100k",0.30532,"Executive"
"25736","$25-50k",0.26855,"Professor"
"25737","$75-100k",0.20358,"Sales"
"25738","$25-50k",0.35132,"Other"
"25739","$75-100k",0.24753,"Attorney"
"25740","$1-25k",0.15211,"Other"
"25741","$50-75k",0.22549,"Scientist"
"25742","$50-75k",0.15512,"Programmer"
"25743","$75-100k",0.32538,"Other"
"25744","$50-75k",0.35643,"Sales"
"25745","$25-50k",0.20705,"Clerical"
"25746","$25-50k",0.25102,"Other"
"25747","$75-100k",0.29594,"Analyst"
"25748","$25-50k",0.19364,"Police Officer"
"25749","$50-75k",0.30532,"Other"
"25750","$25-50k",0.21164,"Other"
"25751","$50-75k",0.30182,"Postal Service"
"25752","$1-25k",0.2951,"Sales"
"25753","$25-50k",0.22918,"Admin Assistant"
"25754","$75-100k",0.24246,"Engineer"
"25755","$50-75k",0.34577,"Retail Management"
"25756","$25-50k",0.15629,"Tradesman"
"25757","$100k+",0.14965,"Programmer"
"25758","$50-75k",0.13697,"Engineer"
"25759","$75-100k",0.24015,"Professional"
"25760","$75-100k",0.27287,"Teaching"
"25761","$25-50k",0.28584,"Other"
"25762","$50-75k",0.14419,"Programmer"
"25763","$50-75k",0.37453,"Other"
"25765","$100k+",0.08333,"Military"
"25766","$25-50k",0.23477,"Admin Assistant"
"25767","$50-75k",0.34631,"Principal"
"25768","$50-75k",0.23748,"Attorney"
"25769","$75-100k",0.20321,"Analyst"
"25770","$100k+",0.30532,"Other"
"25771","$100k+",0.22744,"Professional"
"25772","$100k+",0.25102,"Professional"
"25773","$100k+",0.17069,"Other"
"25775","$75-100k",0.11296,"Other"
"25776","$25-50k",0.25831,"Other"
"25777","$25-50k",0.35797,"Other"
"25778","$50-75k",0.15226,"Other"
"25779","$50-75k",0.14061,"Scientist"
"25780","$1-25k",0.17904,"Other"
"25781","$25-50k",0.22872,"Laborer"
"25782","$75-100k",0.22147,"Programmer"
"25783","$25-50k",0.29414,"Food Service Mgmt"
"25784","$100k+",0.12427,"Programmer"
"25785","$75-100k",0.27306,"Engineer"
"25787","$75-100k",0.32124,"Programmer"
"25789","$25-50k",0.2325,"Clerical"
"25791","$75-100k",0.14348,"Food Service Mgmt"
"25792","$75-100k",0.2966,"Military"
"25793","$75-100k",0.20735,"Sales"
"25794","$75-100k",0.1709,"Police Officer"
"25795","$25-50k",0.35797,"Admin Assistant"
"25796","$50-75k",0.12562,"Engineer"
"25797","$100k+",0.16662,"Engineer"
"25798","$75-100k",0.13799,"Clerical"
"25799","$75-100k",0.14206,"Professional"
"25800","$50-75k",0.12866,"Professional"
"25802","$50-75k",0.35356,"Professional"
"25803","$1-25k",0.37036,"Sales"
"25804","$100k+",0.28032,"Food Service Mgmt"
"25805","$1-25k",0.25165,"Professional"
"25806","$1-25k",0.34045,"Other"
"25808","$75-100k",0.22237,"Professional"
"25809","$50-75k",0.28032,"Construction"
"25810","$25-50k",0.11296,"Other"
"25811","$75-100k",0.19921,"Programmer"
"25813","$75-100k",0.2951,"Professional"
"25814","$50-75k",0.10746,"Professional"
"25815","$100k+",0.12511,"Analyst"
"25816","$75-100k",0.22712,"Military"
"25817","$25-50k",0.28362,"Sales"
"25818","$50-75k",0.202,"Accountant"
"25819","$50-75k",0.09688,"Other"
"25820","$50-75k",0.29265,"Teaching"
"25821","$50-75k",0.29341,"Professional"
"25822","$25-50k",0.2354,"Clerical"
"25823","$100k+",0.21342,"Tradesman"
"25824","$50-75k",0.13636,"Programmer"
"25825","$25-50k",0.22362,"Scientist"
"25826","$100k+",0.16151,"Construction"
"25827","$50-75k",0.24758,"Police Officer"
"25828","$50-75k",0.14207,"Other"
"25830","$75-100k",0.18136,"Other"
"25831","$25-50k",0.11897,"Other"
"25832","$1-25k",0.24246,"Other"
"25833","$25-50k",0.28997,"Other"
"25834","$75-100k",0.13109,"Executive"
"25835","$25-50k",0.22531,"Medical Technician"
"25836","$75-100k",0.29341,"Professional"
"25837","$50-75k",0.27554,"Engineer"
"25838","$25-50k",0.09969,"Other"
"25840","$50-75k",0.12528,"Food Service Mgmt"
"25841","$50-75k",0.40482,"Other"
"25842","$50-75k",0.126,"Skilled Labor"
"25843","$1-25k",0.26681,"Sales"
"25844","$100k+",0.14273,"Military"
"25845","$50-75k",0.18316,"Admin Assistant"
"25847","$100k+",0.29341,"Professional"
"25848","$50-75k",0.24246,"Retail Management"
"25849","$25-50k",0.35797,"Investor"
"25850","$75-100k",0.24246,"Sales"
"25851","$25-50k",0.27462,"Accountant"
"25852","$50-75k",0.18173,"Other"
"25853","$75-100k",0.16361,"Nursing"
"25854","$50-75k",0.17018,"Social Worker"
"25855","$50-75k",0.30131,"Police Officer"
"25858","$50-75k",0.21115,"Teaching"
"25859","$50-75k",0.34887,"Professional"
"25860","$25-50k",0.14283,"Military"
"25861","$25-50k",0.16005,"Other"
"25862","$25-50k",0.22283,"Admin Assistant"
"25863","$75-100k",0.16324,"Analyst"
"25864","$75-100k",0.24682,"Professional"
"25865","$50-75k",0.09333,"Other"
"25866","$25-50k",0.14974,"Skilled Labor"
"25867","$75-100k",0.06726,"Engineer"
"25868","$1-25k",0.10632,"Student"
"25869","$75-100k",0.11695,"Clerical"
"25870","$25-50k",0.17423,"Accountant"
"25871","$50-75k",0.25259,"Professional"
"25872","$100k+",0.12727,"Nursing"
"25873","$25-50k",0.13227,"Professional"
"25875","$25-50k",0.15445,"Professional"
"25876","$100k+",0.13697,"Engineer"
"25879","$100k+",0.20268,"Other"
"25880","$50-75k",0.13697,"Sales"
"25881","$100k+",0.11316,"Sales"
"25882","$25-50k",0.21636,"Admin Assistant"
"25883","$50-75k",0.1684,"Military"
"25884","$75-100k",0.34588,"Professional"
"25885","$75-100k",0.15833,"Professional"
"25886","$50-75k",0.22712,"Admin Assistant"
"25887","$25-50k",0.11766,"Teaching"
"25888","$50-75k",0.24758,"Other"
"25889","$25-50k",0.27285,"Other"
"25890","$25-50k",0.19008,"Professional"
"25891","$100k+",0.17697,"Professional"
"25892","$100k+",0.27246,"Executive"
"25893","$50-75k",0.18927,"Professional"
"25894","$50-75k",0.12528,"Police Officer"
"25895","$25-50k",0.14709,"Teaching"
"25896","$100k+",0.08829,"Engineer"
"25897","$25-50k",0.25781,"Other"
"25898","$25-50k",0.26487,"Laborer"
"25899","$50-75k",0.23748,"Professional"
"25900","$75-100k",0.20593,"Professional"
"25901","$50-75k",0.12081,"Clerical"
"25902","$100k+",0.20392,"Professional"
"25903","$50-75k",0.15223,"Retail Management"
"25904","$75-100k",0.16487,"Accountant"
"25905","$75-100k",0.2614,"Other"
"25906","$25-50k",0.22742,"Other"
"25907","$25-50k",0.33973,"Retail Management"
"25908","$75-100k",0.0903,"Retail Management"
"25909","$25-50k",0.18555,"Clerical"
"25910","$75-100k",0.33973,"Nursing"
"25911","$25-50k",0.26526,"Flight Attendant"
"25912","$75-100k",0.124,"Analyst"
"25913","$25-50k",0.16304,"Medical Technician"
"25914","$1-25k",0.14348,"Sales"
"25915","$25-50k",0.34998,"Other"
"25916","$100k+",0.17754,"Professional"
"25917","$1-25k",0.24369,"Other"
"25918","$25-50k",0.18725,"Retail Management"
"25919","$25-50k",0.18676,"Skilled Labor"
"25920","$1-25k",0.28974,"Sales"
"25921","$25-50k",0.14659,"Sales"
"25922","$25-50k",0.12691,"Clerical"
"25923","$75-100k",0.29394,"Other"
"25925","$50-75k",0.23984,"Professional"
"25926","$50-75k",0.23267,"Sales"
"25927","$25-50k",0.33084,"Professional"
"25928","$25-50k",0.35797,"Programmer"
"25929","$25-50k",0.14714,"Laborer"
"25930","$1-25k",0.37453,"Other"
"25931","$50-75k",0.16499,"Food Service Mgmt"
"25932","$50-75k",0.13697,"Teaching"
"25934","$50-75k",0.10038,"Engineer"
"25935","$50-75k",0.24282,"Postal Service"
"25936","$100k+",0.14328,"Other"
"25937","$25-50k",0.17322,"Executive"
"25938","$75-100k",0.35643,"Programmer"
"25939","$50-75k",0.35797,"Other"
"25940","$50-75k",0.16304,"Nursing"
"25941","$100k+",0.38723,"Truck Driver"
"25942","$50-75k",0.35797,"Sales"
"25943","$50-75k",0.20666,"Clerical"
"25944","$75-100k",0.17969,"Other"
"25946","$75-100k",0.16324,"Police Officer"
"25947","$25-50k",0.0857,"Other"
"25948","$100k+",0.18725,"Executive"
"25949","$75-100k",0.33097,"Other"
"25950","$25-50k",0.33512,"Medical Technician"
"25951","$25-50k",0.21566,"Civil Service"
"25953","$50-75k",0.0893,"Other"
"25954","$25-50k",0.35356,"Other"
"25955","$50-75k",0.35643,"Professional"
"25956","$1-25k",0.26681,"Sales"
"25957","$100k+",0.16294,"Executive"
"25958","$100k+",0.25781,"Other"
"25959","$25-50k",0.12782,"Other"
"25961","$50-75k",0.2214,"Laborer"
"25962","$50-75k",0.36438,"Professional"
"25963","$25-50k",0.15629,"Nursing"
"25964","$1-25k",0.22456,"Skilled Labor"
"25965","$25-50k",0.37357,"Clerical"
"25966","$50-75k",0.27285,"Skilled Labor"
"25967","$25-50k",0.35797,"Other"
"25968","$25-50k",0.14348,"Admin Assistant"
"25969","$100k+",0.15833,"Engineer"
"25970","$100k+",0.20081,"Executive"
"25971","$50-75k",0.06337,"Other"
"25972","$25-50k",0.23898,"Professional"
"25973","$75-100k",0.08792,"Analyst"
"25974","$100k+",0.08531,"Programmer"
"25975","$100k+",0.35365,"Other"
"25976","$75-100k",0.16686,"Teaching"
"25977","$100k+",0.11548,"Principal"
"25978","$25-50k",0.22712,"Other"
"25979","$25-50k",0.29371,"Analyst"
"25980","$50-75k",0.29486,"Programmer"
"25981","$1-25k",0.27246,"Laborer"
"25982","$25-50k",0.17327,"None provided"
"25983","$100k+",0.20593,"Engineer"
"25984","$25-50k",0.20524,"Professional"
"25985","$50-75k",0.14985,"Clerical"
"25986","$25-50k",0.21223,"Other"
"25987","$25-50k",0.30234,"Engineer"
"25988","$50-75k",0.28032,"Other"
"25989","$75-100k",0.17322,"Other"
"25990","$50-75k",0.29334,"Nursing"
"25991","$50-75k",0.16717,"Sales"
"25992","$25-50k",0.34045,"Other"
"25994","$75-100k",0.17601,"Accountant"
"25995","$100k+",0.15936,"Tradesman"
"25996","$100k+",0.15713,"Sales"
"25997","$50-75k",0.2878,"Food Service Mgmt"
"25998","$25-50k",0.35797,"Admin Assistant"
"25999","$25-50k",0.21192,"Teaching"
"26000","$1-25k",0.23293,"Professional"
"26001","$50-75k",0.16678,"Construction"
"26002","$25-50k",0.07866,"Retail Management"
"26003","$75-100k",0.18913,"Clerical"
"26004","$75-100k",0.16304,"Postal Service"
"26005","$25-50k",0.124,"Nursing"
"26006","$100k+",0.22108,"Other"
"26008","$1-25k",0.33286,"Sales"
"26009","$25-50k",0.34621,"Skilled Labor"
"26010","$25-50k",0.29464,"Clerical"
"26011","$50-75k",0.08531,"Other"
"26012","$1-25k",0.31293,"Teaching"
"26013","$25-50k",0.34915,"Other"
"26015","$100k+",0.24302,"Tradesman"
"26016","$50-75k",0.19462,"Professional"
"26017","$25-50k",0.19546,"Other"
"26018","$50-75k",0.24702,"Nursing"
"26019","$25-50k",0.35797,"Admin Assistant"
"26021","$1-25k",0.20624,"Clerical"
